ID,group1,group2,batch
GSM187225,GSE7696,GSE7696,7
GSM187226,GSE7696,GSE7696,7
GSM187227,GSE7696,GSE7696,7
GSM187228,GSE7696,GSE7696,7
GSM187229,GSE7696,GSE7696,7
GSM187230,GSE7696,GSE7696,7
GSM187231,GSE7696,GSE7696,7
GSM187232,GSE7696,GSE7696,7
GSM187233,GSE7696,GSE7696,7
GSM187234,GSE7696,GSE7696,7
GSM187235,GSE7696,GSE7696,7
GSM187236,GSE7696,GSE7696,7
GSM1912920,GSE74187,GSE74187,8
GSM1912921,GSE74187,GSE74187,8
GSM1912922,GSE74187,GSE74187,8
GSM1912923,GSE74187,GSE74187,8
GSM1912924,GSE74187,GSE74187,8
GSM1912925,GSE74187,GSE74187,8
GSM1912926,GSE74187,GSE74187,8
GSM1912927,GSE74187,GSE74187,8
GSM1912928,GSE74187,GSE74187,8
GSM1912929,GSE74187,GSE74187,8
GSM1912930,GSE74187,GSE74187,8
GSM1912931,GSE74187,GSE74187,8
GSM1912932,GSE74187,GSE74187,8
GSM1912933,GSE74187,GSE74187,8
GSM1912934,GSE74187,GSE74187,8
GSM1912935,GSE74187,GSE74187,8
GSM1912936,GSE74187,GSE74187,8
GSM1912937,GSE74187,GSE74187,8
GSM1912938,GSE74187,GSE74187,8
GSM1912939,GSE74187,GSE74187,8
GSM1912940,GSE74187,GSE74187,8
GSM1912941,GSE74187,GSE74187,8
GSM1912942,GSE74187,GSE74187,8
GSM1912943,GSE74187,GSE74187,8
GSM1912944,GSE74187,GSE74187,8
GSM1912945,GSE74187,GSE74187,8
GSM1912946,GSE74187,GSE74187,8
GSM1912947,GSE74187,GSE74187,8
GSM1912948,GSE74187,GSE74187,8
GSM1912949,GSE74187,GSE74187,8
GSM1912950,GSE74187,GSE74187,8
GSM1912951,GSE74187,GSE74187,8
GSM1912952,GSE74187,GSE74187,8
GSM1912953,GSE74187,GSE74187,8
GSM1912954,GSE74187,GSE74187,8
GSM1912955,GSE74187,GSE74187,8
GSM1912956,GSE74187,GSE74187,8
GSM1912957,GSE74187,GSE74187,8
GSM1912958,GSE74187,GSE74187,8
GSM1912959,GSE74187,GSE74187,8
GSM1912960,GSE74187,GSE74187,8
GSM1912961,GSE74187,GSE74187,8
GSM1912962,GSE74187,GSE74187,8
GSM1912963,GSE74187,GSE74187,8
GSM1912964,GSE74187,GSE74187,8
GSM1912965,GSE74187,GSE74187,8
GSM1912966,GSE74187,GSE74187,8
GSM1912967,GSE74187,GSE74187,8
GSM1912968,GSE74187,GSE74187,8
GSM1912969,GSE74187,GSE74187,8
GSM1912970,GSE74187,GSE74187,8
GSM1912971,GSE74187,GSE74187,8
GSM1912972,GSE74187,GSE74187,8
GSM1912973,GSE74187,GSE74187,8
GSM1912974,GSE74187,GSE74187,8
GSM1912975,GSE74187,GSE74187,8
GSM1912976,GSE74187,GSE74187,8
GSM1912977,GSE74187,GSE74187,8
GSM1912978,GSE74187,GSE74187,8
GSM1912979,GSE74187,GSE74187,8
GSM2198606,GSE83300,GSE83300,9
GSM2198607,GSE83300,GSE83300,9
GSM2198608,GSE83300,GSE83300,9
GSM2198609,GSE83300,GSE83300,9
GSM2198610,GSE83300,GSE83300,9
GSM2198611,GSE83300,GSE83300,9
GSM2198612,GSE83300,GSE83300,9
GSM2198613,GSE83300,GSE83300,9
GSM2198614,GSE83300,GSE83300,9
GSM2198615,GSE83300,GSE83300,9
GSM2198616,GSE83300,GSE83300,9
GSM2198617,GSE83300,GSE83300,9
GSM2198618,GSE83300,GSE83300,9
GSM2198619,GSE83300,GSE83300,9
GSM2198620,GSE83300,GSE83300,9
GSM2198621,GSE83300,GSE83300,9
GSM2198622,GSE83300,GSE83300,9
GSM2198623,GSE83300,GSE83300,9
GSM2198624,GSE83300,GSE83300,9
GSM2198625,GSE83300,GSE83300,9
GSM2198626,GSE83300,GSE83300,9
GSM2198627,GSE83300,GSE83300,9
GSM2198628,GSE83300,GSE83300,9
GSM2198629,GSE83300,GSE83300,9
GSM2198630,GSE83300,GSE83300,9
GSM2198631,GSE83300,GSE83300,9
GSM2198632,GSE83300,GSE83300,9
GSM2198633,GSE83300,GSE83300,9
GSM2198634,GSE83300,GSE83300,9
GSM2198635,GSE83300,GSE83300,9
GSM2198636,GSE83300,GSE83300,9
GSM2198637,GSE83300,GSE83300,9
GSM2198638,GSE83300,GSE83300,9
GSM2198639,GSE83300,GSE83300,9
GSM2198640,GSE83300,GSE83300,9
GSM2198641,GSE83300,GSE83300,9
GSM2198642,GSE83300,GSE83300,9
GSM2198643,GSE83300,GSE83300,9
GSM2198644,GSE83300,GSE83300,9
GSM2198645,GSE83300,GSE83300,9
GSM2198646,GSE83300,GSE83300,9
GSM2198647,GSE83300,GSE83300,9
GSM2198648,GSE83300,GSE83300,9
GSM2198649,GSE83300,GSE83300,9
GSM2198650,GSE83300,GSE83300,9
GSM2198651,GSE83300,GSE83300,9
GSM2198652,GSE83300,GSE83300,9
GSM2198653,GSE83300,GSE83300,9
GSM2198654,GSE83300,GSE83300,9
GSM2198655,GSE83300,GSE83300,9
